Plantation year,Plot,canopy width 1 (cm),canopy width 2 (cm),crown area (m2),CD Chatting (m),Chatting AGB (kg),Chatting AGB (Mg/ha),Comley & McGuinness planted BGB            (kg),Comley & McGuinness planted BGB    (Mg/ha),Total tree (kg),Total tree (Mg/ha),Chatting AGC       (kg C),Chatting AGC (Mg C/ha),Comley & McGuinness planted BGC           (kg C),Comley & McGuinness planted BGC    (Mg C/ha),Total tree (kg C),Total tree (Mg C/ha),plot size (m2)
2020,5,54,40,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,9,55,39,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,12,54,40,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,16,56,38,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,28,55,39,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,33,55,39,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,37,54,40,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,40,54,40,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,45,55,39,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2010,2,42,52,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,9,43,51,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,9,43,51,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,12,51,43,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,12,57,37,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,12,59,35,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,12,57,37,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,12,51,43,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,13,50,44,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,14,57,37,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,14,47,47,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,16,43,51,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,16,45,49,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,23,49,45,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,23,57,37,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,25,45,49,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,25,49,45,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,26,50,44,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,27,57,37,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,27,42,52,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,33,49,45,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,34,57,37,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,34,53,41,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2017,34,52,42,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2019,1,45,49,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2019,4,53,41,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2019,4,62,32,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2019,4,44,50,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2019,4,50,44,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2019,5,42,52,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2019,5,50,44,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2019,7,50,44,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2019,8,46,48,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2019,8,44,50,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,5,44,50,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,8,53,41,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,10,42,52,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,11,65,29,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,12,59,35,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,14,52,42,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,17,59,35,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,17,59,35,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,18,44,50,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,22,50,44,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,22,44,50,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,25,52,42,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,27,48,46,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,27,50,44,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,29,57,37,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,29,42,52,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,30,52,42,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,30,42,52,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,31,49,45,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,33,48,46,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,33,57,37,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,35,51,43,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,36,52,42,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,37,52,42,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,38,41,53,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,39,50,44,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,44,58,36,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,46,48,46,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2020,46,44,50,0.173,0.47,0.315,0.020,0.291,0.019,0.606,0.039,0.151,0.010,0.113,0.007,0.265,0.017,153.938
2010,4,56,37,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,9,40,53,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,12,55,38,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,12,55,38,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,16,54,39,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,17,56,37,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,33,54,39,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,35,55,38,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2019,5,56,37,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2019,6,39,54,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,2,55,38,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,5,53,40,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,6,53,40,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,15,40,53,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,15,40,53,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,18,54,39,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,21,56,37,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,29,53,40,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,30,53,40,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,31,55,38,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,32,53,40,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,37,37,56,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,37,53,40,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,37,54,39,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,39,38,55,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2010,3,50,43,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2010,5,51,42,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2010,5,51,42,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2010,6,51,42,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2010,7,49,44,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,8,50,43,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,12,57,36,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,12,44,49,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,12,48,45,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,12,60,33,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,13,58,35,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,16,43,50,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,16,50,43,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,16,50,43,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,17,48,45,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,17,52,41,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,17,52,41,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,19,48,45,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,19,45,48,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,23,44,49,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,23,43,50,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,26,51,42,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,26,41,52,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,26,48,45,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,27,52,41,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,28,51,42,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,28,49,44,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,28,58,35,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,28,43,50,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,32,49,44,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,32,49,44,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,33,58,35,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,33,46,47,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2019,3,42,51,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2019,8,63,30,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,2,50,43,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,3,63,30,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,4,47,46,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,5,43,50,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,5,50,43,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,5,51,42,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,7,50,43,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,10,57,36,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,14,47,46,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,15,46,47,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,16,41,52,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,17,45,48,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,18,47,46,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,18,64,29,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,19,57,36,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,19,59,34,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,19,49,44,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,21,41,52,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,24,43,50,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,26,45,48,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,28,52,41,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,30,50,43,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,32,44,49,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,33,46,47,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,33,48,45,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,35,50,43,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,36,49,44,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,37,47,46,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,38,45,48,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,38,41,52,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,42,43,50,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,42,51,42,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,43,57,36,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,45,43,50,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,45,51,42,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2020,46,43,50,0.170,0.47,0.308,0.020,0.284,0.018,0.592,0.038,0.148,0.010,0.111,0.007,0.259,0.017,153.938
2017,1,30,37,0.088,0.34,0.153,0.020,0.141,0.018,0.293,0.038,0.073,0.010,0.055,0.007,0.128,0.017,76.969
2017,1,37,30,0.088,0.34,0.153,0.020,0.141,0.018,0.293,0.038,0.073,0.010,0.055,0.007,0.128,0.017,76.969
2017,18,37,30,0.088,0.34,0.153,0.020,0.141,0.018,0.293,0.038,0.073,0.010,0.055,0.007,0.128,0.017,76.969
2017,18,37,30,0.088,0.34,0.153,0.020,0.141,0.018,0.293,0.038,0.073,0.010,0.055,0.007,0.128,0.017,76.969
2017,30,42,25,0.088,0.34,0.153,0.020,0.141,0.018,0.293,0.038,0.073,0.010,0.055,0.007,0.128,0.017,76.969
2010,1,45,47,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2010,4,57,35,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2010,6,62,30,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2010,7,34,58,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,8,57,35,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,8,55,37,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,8,38,54,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,9,44,48,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,9,56,36,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,9,45,47,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,12,49,43,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,12,62,30,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,12,42,50,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,12,36,56,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,13,64,28,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,13,61,31,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,14,42,50,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,16,53,39,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,16,53,39,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,16,45,47,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,17,49,43,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,17,53,39,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,17,44,48,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,26,50,42,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,26,50,42,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,27,55,37,0.166,0.46,0.301,0.020,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
